% TIME (GPST)           NSAT     GDOP     PDOP     HDOP     VDOP (EL>=30deg)
2022/05/29 13:51:35.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:36.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:37.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:38.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:39.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:40.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:41.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:42.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:43.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:44.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:45.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:46.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:47.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:48.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:49.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:50.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:51.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:52.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:53.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:54.4      4     23.5     18.4      7.6     16.7
2022/05/29 13:51:55.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:56.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:57.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:58.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:51:59.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:52:00.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:52:01.4      4     23.6     18.5      7.7     16.9
2022/05/29 13:52:02.4      4     23.7     18.5      7.7     16.9
2022/05/29 13:52:03.4      4     23.7     18.6      7.7     16.9
2022/05/29 13:52:04.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:52:05.4      4     23.7     18.6      7.7     16.9
2022/05/29 13:52:06.4      4     23.8     18.6      7.7     16.9
2022/05/29 13:52:07.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:52:08.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:52:09.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:52:10.4      4     23.9     18.7      7.8     17.0
2022/05/29 13:52:11.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:52:12.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:52:13.4      5     11.2      8.9      3.6      8.1
2022/05/29 13:52:14.4      4     24.0     18.8      7.8     17.1
2022/05/29 13:52:15.4      4     24.0     18.8      7.8     17.1
2022/05/29 13:52:16.4      4     24.0     18.8      7.8     17.1
2022/05/29 13:52:17.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:18.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:19.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:20.4      4     24.1     18.9      7.8     17.2
2022/05/29 13:52:21.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:22.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:23.4      4     24.2     19.0      7.8     17.3
2022/05/29 13:52:24.4      4     24.2     19.0      7.9     17.3
2022/05/29 13:52:25.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:26.4      4     24.3     19.0      7.9     17.3
2022/05/29 13:52:27.4      4     24.3     19.1      7.9     17.4
2022/05/29 13:52:28.4      4     24.4     19.1      7.9     17.4
2022/05/29 13:52:29.4      4     24.4     19.1      7.9     17.4
2022/05/29 13:52:30.4      4     24.4     19.1      7.9     17.4
2022/05/29 13:52:31.4      4     24.4     19.1      7.9     17.4
2022/05/29 13:52:32.4      4     24.5     19.2      7.9     17.5
2022/05/29 13:52:33.4      4     24.5     19.2      7.9     17.5
2022/05/29 13:52:34.4      4     24.5     19.2      7.9     17.5
2022/05/29 13:52:35.4      4     24.5     19.2      7.9     17.5
2022/05/29 13:52:36.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:37.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:38.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:39.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:40.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:41.4      4     24.7     19.4      8.0     17.6
2022/05/29 13:52:42.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:43.4      4     24.8     19.4      8.0     17.7
2022/05/29 13:52:44.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:45.4      4     24.8     19.4      8.0     17.7
2022/05/29 13:52:46.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:47.4      4     24.9     19.5      8.0     17.8
2022/05/29 13:52:48.4      4     24.9     19.5      8.0     17.8
2022/05/29 13:52:49.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:50.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:51.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:52.4      4     25.0     19.6      8.1     17.9
2022/05/29 13:52:53.4      4     25.1     19.6      8.1     17.9
2022/05/29 13:52:54.4      4     25.1     19.6      8.1     17.9
2022/05/29 13:52:55.4      4     25.1     19.7      8.1     17.9
2022/05/29 13:52:56.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:52:57.4      4     25.2     19.7      8.1     18.0
2022/05/29 13:52:58.4      4     25.2     19.7      8.1     18.0
2022/05/29 13:52:59.4      4     25.2     19.8      8.1     18.0
2022/05/29 13:53:00.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:01.4      4     25.3     19.8      8.1     18.1
2022/05/29 13:53:02.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:03.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:04.4      4     25.4     19.9      8.1     18.1
2022/05/29 13:53:05.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:06.4      4     25.4     19.9      8.2     18.2
2022/05/29 13:53:07.4      4     25.5     19.9      8.2     18.2
2022/05/29 13:53:08.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:09.4      4     25.5     20.0      8.2     18.2
2022/05/29 13:53:10.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:11.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:12.4      4     25.6     20.1      8.2     18.3
2022/05/29 13:53:13.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:14.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:15.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:16.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:17.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:18.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:19.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:20.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:21.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:22.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:23.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:24.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:25.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:26.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:27.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:28.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:29.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:30.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:31.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:32.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:33.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:34.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:35.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:36.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:37.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:38.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:39.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:40.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:41.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:42.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:43.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:44.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:45.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:46.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:47.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:48.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:49.4      4     26.8     21.0      8.5     19.2
2022/05/29 13:53:50.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:51.4      4     26.9     21.0      8.5     19.2
2022/05/29 13:53:52.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:53.4      4     26.9     21.1      8.6     19.3
2022/05/29 13:53:54.4      4     27.0     21.1      8.6     19.3
2022/05/29 13:53:55.4      4     27.0     21.1      8.6     19.3
2022/05/29 13:53:56.4      4     27.0     21.1      8.6     19.3
2022/05/29 13:53:57.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:58.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:53:59.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:54:00.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:54:01.4      4     27.2     21.3      8.6     19.5
2022/05/29 13:54:02.4      4     27.2     21.3      8.6     19.5
2022/05/29 13:54:03.4      4     27.3     21.3      8.7     19.5
2022/05/29 13:54:04.4      4     27.3     21.4      8.7     19.5
2022/05/29 13:54:05.4      4     27.3     21.4      8.7     19.6
2022/05/29 13:54:06.4      4     27.4     21.4      8.7     19.6
2022/05/29 13:54:07.4      4     27.4     21.4      8.7     19.6
2022/05/29 13:54:08.4      4     27.5     21.5      8.7     19.6
2022/05/29 13:54:09.4      4     27.5     21.5      8.7     19.7
2022/05/29 13:54:10.4      4     27.5     21.5      8.7     19.7
2022/05/29 13:54:11.4      4     27.6     21.5      8.7     19.7
2022/05/29 13:54:12.4      4     27.6     21.6      8.7     19.7
2022/05/29 13:54:13.4      4     27.6     21.6      8.7     19.8
2022/05/29 13:54:14.4      4     27.7     21.6      8.8     19.8
2022/05/29 13:54:15.4      4     27.7     21.7      8.8     19.8
2022/05/29 13:54:16.4      4     27.7     21.7      8.8     19.8
2022/05/29 13:54:17.4      4     27.8     21.7      8.8     19.9
2022/05/29 13:54:18.4      4     27.8     21.7      8.8     19.9
2022/05/29 13:54:19.4      4     27.8     21.8      8.8     19.9
2022/05/29 13:54:20.4      4     27.9     21.8      8.8     19.9
2022/05/29 13:54:21.4      4     27.9     21.8      8.8     20.0
2022/05/29 13:54:22.4      4     28.0     21.9      8.8     20.0
2022/05/29 13:54:23.4      4     28.0     21.9      8.8     20.0
2022/05/29 13:54:24.4      4     28.0     21.9      8.8     20.0
2022/05/29 13:54:25.4      4     28.1     21.9      8.9     20.1
2022/05/29 13:54:26.4      4     28.1     22.0      8.9     20.1
2022/05/29 13:54:27.4      4     28.1     22.0      8.9     20.1
2022/05/29 13:54:28.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:54:29.4      4     28.2     22.1      8.9     20.2
2022/05/29 13:54:30.4      4     28.2     22.1      8.9     20.2
2022/05/29 13:54:31.4      4     28.3     22.1      8.9     20.2
2022/05/29 13:54:32.4      4     28.3     22.1      8.9     20.3
2022/05/29 13:54:33.4      4     28.4     22.2      8.9     20.3
2022/05/29 13:54:34.4      4     28.4     22.2      8.9     20.3
2022/05/29 13:54:35.4      4     28.4     22.2      9.0     20.3
2022/05/29 13:54:36.4      4     28.5     22.3      9.0     20.4
2022/05/29 13:54:37.4      4     28.5     22.3      9.0     20.4
2022/05/29 13:54:38.4      4     28.5     22.3      9.0     20.4
2022/05/29 13:54:39.4      4     28.6     22.3      9.0     20.4
2022/05/29 13:54:40.4      4     28.6     22.4      9.0     20.5
2022/05/29 13:54:41.4      4     28.7     22.4      9.0     20.5
2022/05/29 13:54:42.4      4     28.7     22.4      9.0     20.5
2022/05/29 13:54:43.4      4     28.7     22.5      9.0     20.6
2022/05/29 13:54:44.4      4     28.8     22.5      9.0     20.6
2022/05/29 13:54:45.4      4     28.8     22.5      9.1     20.6
2022/05/29 13:54:46.4      4     28.9     22.5      9.1     20.6
2022/05/29 13:54:47.4      4     28.9     22.6      9.1     20.7
2022/05/29 13:54:48.4      4     28.9     22.6      9.1     20.7
2022/05/29 13:54:49.4      4     29.0     22.6      9.1     20.7
2022/05/29 13:54:50.4      4     29.0     22.7      9.1     20.8
2022/05/29 13:54:51.4      4     29.0     22.7      9.1     20.8
2022/05/29 13:54:52.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:54:53.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:54:54.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:54:55.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:54:56.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:54:57.4      4   1179.6    951.7    236.1    922.0
2022/05/29 13:54:58.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:54:59.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:55:00.4      5     11.2      8.9      3.5      8.1
2022/05/29 13:55:01.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:55:02.4      4    906.0    730.9    181.3    708.1
2022/05/29 13:55:03.4      4    865.8    698.5    173.2    676.7
2022/05/29 13:55:04.4      4    829.0    668.9    165.9    648.0
2022/05/29 13:55:05.4      4    795.3    641.6    159.1    621.6
2022/05/29 13:55:06.4      4    764.2    616.5    152.9    597.3
2022/05/29 13:55:07.4      4    735.4    593.3    147.1    574.8
2022/05/29 13:55:08.4      4    708.7    571.8    141.7    554.0
2022/05/29 13:55:09.4      4    683.9    551.8    136.8    534.6
2022/05/29 13:55:10.4      4    660.8    533.1    132.1    516.5
2022/05/29 13:55:11.4      4    639.2    515.7    127.8    499.6
2022/05/29 13:55:12.4      4    618.9    499.4    123.8    483.8
2022/05/29 13:55:13.4      4    599.9    484.0    119.9    468.9
2022/05/29 13:55:14.4      4    582.1    469.6    116.4    455.0
2022/05/29 13:55:15.4      4    565.2    456.0    113.0    441.8
2022/05/29 13:55:16.4      4    549.3    443.2    109.8    429.4
2022/05/29 13:55:17.4      4    534.3    431.1    106.8    417.7
2022/05/29 13:55:18.4      4    520.1    419.6    104.0    406.5
2022/05/29 13:55:19.4      4    506.6    408.7    101.2    396.0
2022/05/29 13:55:20.4      4    493.8    398.4     98.7    386.0
2022/05/29 13:55:21.4      4    481.7    388.6     96.2    376.5
2022/05/29 13:55:22.4      4    470.1    379.3     93.9    367.4
2022/05/29 13:55:23.4      4    459.1    370.4     91.7    358.8
2022/05/29 13:55:24.4      4    448.5    361.9     89.6    350.6
2022/05/29 13:55:25.4      4    438.5    353.8     87.6    342.7
2022/05/29 13:55:26.4      4    428.9    346.0     85.7    335.2
2022/05/29 13:55:27.4      4    419.7    338.6     83.8    328.0
2022/05/29 13:55:28.4      4    410.9    331.5     82.1    321.1
2022/05/29 13:55:29.4      4    402.4    324.6     80.4    314.5
2022/05/29 13:55:30.4      4    394.3    318.1     78.7    308.2
2022/05/29 13:55:31.4      4    386.5    311.8     77.2    302.1
2022/05/29 13:55:32.4      4    379.0    305.8     75.7    296.3
2022/05/29 13:55:33.4      4    371.8    300.0     74.2    290.6
2022/05/29 13:55:34.4      4    364.9    294.4     72.9    285.2
2022/05/29 13:55:35.4      4    358.2    289.0     71.5    280.0
2022/05/29 13:55:36.4      4    351.8    283.8     70.2    275.0
2022/05/29 13:55:37.4      4    345.6    278.8     69.0    270.1
2022/05/29 13:55:38.4      4    339.6    273.9     67.8    265.4
2022/05/29 13:55:39.4      4    333.8    269.3     66.6    260.9
2022/05/29 13:55:40.4      4    328.2    264.8     65.5    256.5
2022/05/29 13:55:41.4      4    322.8    260.4     64.4    252.3
2022/05/29 13:55:42.4      4    317.5    256.2     63.4    248.2
2022/05/29 13:55:43.4      4    312.5    252.1     62.4    244.3
2022/05/29 13:55:44.4      4    307.6    248.1     61.4    240.4
2022/05/29 13:55:45.4      4    302.8    244.3     60.4    236.7
2022/05/29 13:55:46.4      4    298.2    240.6     59.5    233.1
2022/05/29 13:55:47.4      4    293.7    237.0     58.6    229.6
2022/05/29 13:55:48.4      4    289.4    233.5     57.7    226.2
2022/05/29 13:55:49.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:55:50.4      4    281.1    226.8     56.1    219.7
2022/05/29 13:55:51.4      4    277.1    223.6     55.3    216.6
2022/05/29 13:55:52.4      4    273.3    220.4     54.5    213.6
2022/05/29 13:55:53.4      4    269.5    217.4     53.8    210.7
2022/05/29 13:55:54.4      4    265.8    214.5     53.0    207.8
2022/05/29 13:55:55.4      4    262.3    211.6     52.3    205.0
2022/05/29 13:55:56.4      4    258.8    208.8     51.6    202.3
2022/05/29 13:55:57.4      4    255.4    206.1     50.9    199.7
2022/05/29 13:55:58.4      4    252.2    203.4     50.3    197.1
2022/05/29 13:55:59.4      4    249.0    200.8     49.6    194.6
2022/05/29 13:56:00.4      4    245.8    198.3     49.0    192.2
2022/05/29 13:56:01.4      4    242.8    195.9     48.4    189.8
2022/05/29 13:56:02.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:03.4      4     32.2     25.1     10.0     23.1
2022/05/29 13:56:04.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:05.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:06.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:07.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:08.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:09.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:10.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:11.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:12.4      4    213.7    172.4     42.6    167.0
2022/05/29 13:56:13.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:14.4      4    209.1    168.7     41.7    163.5
2022/05/29 13:56:15.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:16.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:17.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:18.4      4     32.9     25.7     10.2     23.6
2022/05/29 13:56:19.4      4     33.0     25.7     10.2     23.6
2022/05/29 13:56:20.4      4     33.0     25.8     10.2     23.7
2022/05/29 13:56:21.4      4     33.1     25.8     10.2     23.7
2022/05/29 13:56:22.4      4     33.1     25.8     10.2     23.7
2022/05/29 13:56:23.4      4     33.2     25.9     10.2     23.8
2022/05/29 13:56:24.4      4     33.2     25.9     10.2     23.8
2022/05/29 13:56:25.4      4     33.3     26.0     10.3     23.9
2022/05/29 13:56:26.4      4     33.3     26.0     10.3     23.9
2022/05/29 13:56:27.4      5     11.2      8.8      3.5      8.1
2022/05/29 13:56:28.4      4     33.4     26.1     10.3     24.0
2022/05/29 13:56:29.4      4     33.5     26.1     10.3     24.0
2022/05/29 13:56:30.4      4     33.5     26.2     10.3     24.0
2022/05/29 13:56:31.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:32.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:33.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:34.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:35.4      4     33.8     26.4     10.4     24.2
2022/05/29 13:56:36.4      4     33.9     26.4     10.4     24.3
2022/05/29 13:56:37.4      4     33.9     26.5     10.4     24.3
2022/05/29 13:56:38.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:39.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:40.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:41.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:42.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:43.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:44.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:45.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:46.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:47.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:48.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:49.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:50.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:51.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:52.4      4     34.7     27.1     10.7     24.9
2022/05/29 13:56:53.4      4     34.8     27.1     10.7     25.0
2022/05/29 13:56:54.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:56:55.4      4     34.9     27.2     10.7     25.0
2022/05/29 13:56:56.4      4     35.0     27.3     10.7     25.1
2022/05/29 13:56:57.4      4     35.0     27.3     10.7     25.1
2022/05/29 13:56:58.4      4     35.1     27.4     10.7     25.2
2022/05/29 13:56:59.4      4     35.1     27.4     10.8     25.2
2022/05/29 13:57:00.4      4     35.2     27.4     10.8     25.2
2022/05/29 13:57:01.4      4     35.3     27.5     10.8     25.3
2022/05/29 13:57:02.4      4     35.3     27.5     10.8     25.3
2022/05/29 13:57:03.4      4     35.4     27.6     10.8     25.4
2022/05/29 13:57:04.4      4     35.4     27.6     10.8     25.4
2022/05/29 13:57:05.4      4     35.5     27.7     10.9     25.5
2022/05/29 13:57:06.4      4     35.6     27.7     10.9     25.5
2022/05/29 13:57:07.4      4     35.6     27.8     10.9     25.5
2022/05/29 13:57:08.4      4     35.7     27.8     10.9     25.6
2022/05/29 13:57:09.4      4     35.7     27.9     10.9     25.6
2022/05/29 13:57:10.4      4     35.8     27.9     10.9     25.7
2022/05/29 13:57:11.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:12.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:13.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:14.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:15.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:16.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:17.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:18.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:19.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:20.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:21.4      4    122.2     98.5     24.3     95.5
2022/05/29 13:57:22.4      4    121.4     97.9     24.2     94.9
2022/05/29 13:57:23.4      4    120.7     97.3     24.0     94.3
2022/05/29 13:57:24.4      4    119.9     96.7     23.9     93.7
2022/05/29 13:57:25.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:26.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:27.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:28.4      4    117.1     94.4     23.3     91.5
2022/05/29 13:57:29.4      4    116.4     93.9     23.2     91.0
2022/05/29 13:57:30.4      4     37.0     28.9     11.3     26.6
2022/05/29 13:57:31.4      5     11.1      8.8      3.5      8.1
2022/05/29 13:57:32.4      4     37.2     29.0     11.3     26.7
2022/05/29 13:57:33.4      4    113.7     91.7     22.7     88.9
2022/05/29 13:57:34.4      4    113.1     91.2     22.5     88.4
2022/05/29 13:57:35.4      4    112.4     90.7     22.4     87.9
2022/05/29 13:57:36.4      4    111.8     90.2     22.3     87.4
2022/05/29 13:57:37.4      4    111.1     89.7     22.1     86.9
2022/05/29 13:57:38.4      4    110.5     89.2     22.0     86.4
2022/05/29 13:57:39.4      4    109.9     88.7     21.9     85.9
2022/05/29 13:57:40.4      4    109.3     88.2     21.8     85.4
2022/05/29 13:57:41.4      4    108.7     87.7     21.7     85.0
2022/05/29 13:57:42.4      4    108.1     87.2     21.5     84.5
2022/05/29 13:57:43.4      4    107.5     86.7     21.4     84.0
2022/05/29 13:57:44.4      4    106.9     86.3     21.3     83.6
2022/05/29 13:57:45.4      4    106.4     85.8     21.2     83.1
2022/05/29 13:57:46.4      4    105.8     85.3     21.1     82.7
2022/05/29 13:57:47.4      4    105.2     84.9     21.0     82.2
2022/05/29 13:57:48.4      4    104.7     84.4     20.9     81.8
2022/05/29 13:57:49.4      4    104.1     84.0     20.8     81.4
2022/05/29 13:57:50.4      4    103.6     83.5     20.6     81.0
2022/05/29 13:57:51.4      4    103.0     83.1     20.5     80.5
2022/05/29 13:57:52.4      4    102.5     82.7     20.4     80.1
2022/05/29 13:57:53.4      4    102.0     82.2     20.3     79.7
2022/05/29 13:57:54.4      4    101.4     81.8     20.2     79.3
2022/05/29 13:57:55.4      4    100.9     81.4     20.1     78.9
2022/05/29 13:57:56.4      4    100.4     81.0     20.0     78.5
2022/05/29 13:57:57.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:57:58.4      4     99.4     80.2     19.8     77.7
2022/05/29 13:57:59.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:58:00.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:58:01.4      4     97.9     79.0     19.5     76.5
2022/05/29 13:58:02.4      4     97.4     78.6     19.4     76.2
2022/05/29 13:58:03.4      3      0.0      0.0      0.0      0.0
2022/05/29 13:58:04.4      4     96.5     77.8     19.2     75.4
2022/05/29 13:58:05.4      4     96.0     77.5     19.2     75.1
2022/05/29 13:58:06.4      4     95.6     77.1     19.1     74.7
2022/05/29 13:58:07.4      4     95.1     76.7     19.0     74.3
2022/05/29 13:58:08.4      4     94.7     76.3     18.9     74.0
2022/05/29 13:58:09.4      4     94.2     76.0     18.8     73.6
2022/05/29 13:58:10.4      4     93.8     75.6     18.7     73.3
2022/05/29 13:58:11.4      4     93.3     75.3     18.6     72.9
2022/05/29 13:58:12.4      4     92.9     74.9     18.5     72.6
2022/05/29 13:58:13.4      4     92.4     74.6     18.4     72.2
2022/05/29 13:58:14.4      4     92.0     74.2     18.4     71.9
2022/05/29 13:58:15.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:16.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:17.4      4     90.7     73.2     18.1     70.9
2022/05/29 13:58:18.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:19.4      4     89.9     72.5     17.9     70.3
2022/05/29 13:58:20.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:21.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:22.4      4     88.7     71.6     17.7     69.3
2022/05/29 13:58:23.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:24.4      4     87.9     70.9     17.6     68.7
2022/05/29 13:58:25.4      4     87.5     70.6     17.5     68.4
2022/05/29 13:58:26.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:27.4      4     86.8     70.0     17.3     67.8
2022/05/29 13:58:28.4      4     86.4     69.7     17.3     67.5
2022/05/29 13:58:29.4      4     86.0     69.4     17.2     67.2
2022/05/29 13:58:30.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:31.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:32.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:33.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:34.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:35.4      5     11.1      8.8      3.4      8.1
2022/05/29 13:58:36.4      5     11.1      8.8      3.4      8.1
